fecha,hora,co_centenario,no2_centenario,pm10_centenario,co_cordoba,no2_cordoba,pm10_cordoba,co_la_boca,no2_la_boca,pm10_la_boca
2018-01-17,3,0.12,7,s/d,0.73,8,s/d,0.29,9,24
2018-01-17,4,0.11,5,s/d,0.70,7,s/d,0.29,9,24
2018-01-17,5,0.10,10,s/d,0.67,10,s/d,0.28,10,24
2018-01-17,6,0.08,9,s/d,0.63,8,s/d,0.28,15,23
2018-01-17,7,0.07,11,s/d,0.61,9,s/d,0.30,14,24
2018-01-17,8,0.07,11,s/d,0.60,9,s/d,0.31,16,24
2018-01-17,9,0.07,10,s/d,0.60,8,s/d,0.31,16,24
2018-01-17,10,0.11,13,s/d,0.59,s/d,s/d,0.32,s/d,24
2018-01-17,11,0.16,17,s/d,0.59,s/d,s/d,0.32,s/d,24
2018-01-17,12,0.18,23,s/d,s/d,s/d,s/d,0.35,28,23
2018-01-17,13,0.19,26,s/d,s/d,s/d,s/d,0.38,22,23
2018-01-17,14,0.23,33,s/d,s/d,s/d,s/d,0.39,23,26
2018-01-17,15,0.26,30,s/d,s/d,s/d,s/d,0.42,20,30
2018-01-17,16,0.27,22,s/d,s/d,s/d,s/d,0.43,16,36
2018-01-17,17,0.29,24,s/d,s/d,s/d,s/d,0.43,18,36
2018-01-17,18,0.29,24,s/d,s/d,s/d,s/d,0.41,14,36
2018-01-17,19,0.27,23,s/d,s/d,s/d,s/d,0.40,14,35
2018-01-17,20,0.26,21,s/d,s/d,s/d,s/d,0.38,19,35
2018-01-17,21,0.24,23,s/d,s/d,s/d,s/d,0.38,23,36
2018-01-17,22,0.22,20,s/d,s/d,s/d,s/d,0.37,10,37
2018-01-17,23,0.19,18,s/d,s/d,s/d,s/d,0.35,s/d,36
2018-01-17,24,0.18,19,s/d,s/d,s/d,s/d,0.34,s/d,36
2018-01-18,1,0.17,21,s/d,s/d,s/d,s/d,s/d,s/d,36
2018-01-18,2,0.15,15,s/d,s/d,s/d,s/d,s/d,s/d,37
2018-01-18,3,0.14,12,s/d,s/d,s/d,s/d,s/d,s/d,37
2018-01-18,4,0.13,15,s/d,s/d,s/d,s/d,s/d,s/d,36
2018-01-18,5,0.14,24,s/d,s/d,s/d,s/d,s/d,s/d,37
2018-01-18,6,0.16,22,s/d,s/d,s/d,s/d,s/d,s/d,38
2018-01-18,7,0.17,24,s/d,s/d,s/d,s/d,s/d,s/d,39
2018-01-18,8,0.18,26,36,s/d,s/d,s/d,s/d,s/d,39
2018-01-18,9,0.20,27,36,s/d,s/d,s/d,s/d,s/d,39
2018-01-18,10,0.23,27,36,s/d,s/d,s/d,s/d,26,39
2018-01-18,11,0.24,24,37,s/d,s/d,s/d,s/d,22,39
2018-01-18,12,0.26,22,37,s/d,s/d,s/d,s/d,12,40
2018-01-18,13,0.23,21,36,s/d,33,s/d,s/d,18,39
2018-01-18,14,0.21,20,36,s/d,49,s/d,s/d,17,38
2018-01-18,15,0.21,24,34,s/d,52,s/d,0.31,47,36
2018-01-18,16,0.20,29,33,s/d,41,s/d,0.33,50,32
2018-01-18,17,0.20,37,33,s/d,31,s/d,0.36,51,33
2018-01-18,18,0.21,32,32,0.81,31,s/d,0.38,45,34
2018-01-18,19,0.22,32,31,0.80,41,s/d,0.43,44,35
2018-01-18,20,0.23,30,31,0.79,42,s/d,0.47,38,36
2018-01-18,21,0.26,32,31,0.77,42,s/d,0.50,38,36
2018-01-18,22,0.32,42,31,0.76,47,s/d,0.54,44,36
2018-01-18,23,0.37,39,32,0.80,44,s/d,0.59,48,37
2018-01-18,24,0.40,32,33,0.83,39,s/d,0.60,36,38
2018-01-19,1,0.39,22,34,0.86,33,s/d,0.60,33,38
2018-01-19,2,0.36,16,35,0.86,24,s/d,0.58,26,38
2018-01-19,3,0.33,16,35,0.85,21,s/d,0.54,21,39
2018-01-19,4,0.31,15,36,0.84,18,s/d,0.51,19,39
2018-01-19,5,0.26,14,35,0.82,18,s/d,0.49,13,39
2018-01-19,6,0.19,19,34,0.80,21,s/d,0.45,20,39
2018-01-19,7,0.13,21,33,0.77,27,s/d,0.38,21,38
2018-01-19,8,0.09,21,33,0.77,40,s/d,0.35,24,37
2018-01-19,9,0.10,30,33,0.80,42,s/d,0.35,30,37
2018-01-19,10,0.11,33,32,0.84,47,s/d,0.36,33,37
2018-01-19,11,0.11,s/d,33,0.90,40,s/d,0.36,30,37
2018-01-19,12,0.14,s/d,34,0.95,34,s/d,0.35,19,37
2018-01-19,13,0.19,s/d,35,0.99,36,s/d,0.36,28,38
2018-01-19,14,0.26,s/d,35,1.01,32,s/d,0.37,38,39
2018-01-19,15,0.35,s/d,35,0.99,28,s/d,0.38,36,38
2018-01-19,16,0.45,s/d,35,0.95,23,s/d,0.38,36,37
2018-01-19,17,0.50,s/d,34,0.90,23,s/d,0.36,33,36
2018-01-19,18,0.49,s/d,34,0.87,23,s/d,0.35,36,37
2018-01-19,19,0.49,s/d,34,0.84,19,s/d,0.35,19,38
2018-01-19,20,0.51,s/d,35,0.80,14,s/d,0.36,17,38
2018-01-19,21,0.54,s/d,34,0.77,15,s/d,0.35,17,37
2018-01-19,22,0.53,s/d,33,0.75,13,s/d,0.34,14,36
2018-01-19,23,0.50,s/d,32,0.75,15,s/d,0.33,13,35
2018-01-19,24,0.46,s/d,30,0.74,13,s/d,0.32,18,35
2018-01-20,1,0.42,s/d,29,0.74,12,s/d,0.32,15,34
2018-01-20,2,0.41,s/d,28,0.72,10,s/d,0.31,12,34
2018-01-20,3,0.39,s/d,28,0.68,9,s/d,0.30,13,33
2018-01-20,4,0.38,s/d,27,0.65,9,s/d,0.31,11,33
2018-01-20,5,0.36,s/d,27,0.63,10,s/d,0.30,8,32
2018-01-20,6,0.34,s/d,26,0.62,13,s/d,0.30,13,32
2018-01-20,7,0.34,s/d,26,0.62,13,s/d,0.31,17,31
2018-01-20,8,0.33,s/d,25,0.62,10,s/d,0.32,14,31
2018-01-20,9,0.33,s/d,24,0.59,8,s/d,0.31,16,31
2018-01-20,10,0.33,s/d,24,0.59,9,s/d,0.30,14,30
2018-01-20,11,0.34,s/d,22,0.59,12,s/d,0.30,14,29
2018-01-20,12,0.35,s/d,21,0.61,15,s/d,0.29,14,28
2018-01-20,13,0.36,s/d,19,0.62,16,s/d,0.29,16,26
2018-01-20,14,0.37,s/d,19,0.63,17,s/d,0.30,14,25
2018-01-20,15,0.37,s/d,18,0.63,11,s/d,0.29,18,24
2018-01-20,16,0.37,s/d,16,0.63,10,s/d,0.29,14,22
2018-01-20,17,0.36,s/d,16,0.64,10,s/d,0.29,15,22
2018-01-20,18,0.36,s/d,15,0.64,8,s/d,0.29,16,23
2018-01-20,19,0.35,s/d,14,0.66,12,s/d,0.31,18,22
2018-01-20,20,0.36,s/d,14,0.67,13,s/d,0.33,15,22
2018-01-20,21,0.37,s/d,14,0.68,15,s/d,0.34,19,23
2018-01-20,22,0.40,s/d,15,0.70,14,s/d,0.35,19,24
2018-01-20,23,0.41,s/d,15,0.71,14,s/d,0.36,16,27
2018-01-20,24,0.43,s/d,15,0.73,14,s/d,0.37,13,28
2018-01-21,1,0.45,s/d,16,0.77,16,s/d,0.38,17,29
2018-01-21,2,0.47,s/d,16,0.80,14,s/d,0.40,16,29
2018-01-21,3,0.47,s/d,16,0.81,12,s/d,0.40,10,29
2018-01-21,4,0.46,s/d,16,0.80,14,s/d,0.40,10,29
2018-01-21,5,0.44,s/d,17,0.78,16,s/d,0.40,12,29
2018-01-21,6,0.42,s/d,16,0.76,9,s/d,0.40,15,29
2018-01-21,7,0.41,s/d,17,0.74,15,s/d,0.41,22,30
2018-01-21,8,0.39,s/d,17,0.71,13,s/d,0.41,15,29
2018-01-21,9,0.38,s/d,17,0.67,12,s/d,0.40,21,29
2018-01-21,10,0.36,s/d,17,0.64,9,s/d,0.37,21,28
2018-01-21,11,0.36,s/d,17,0.61,7,s/d,0.36,24,28
2018-01-21,12,0.35,s/d,17,0.61,16,s/d,0.35,23,28
2018-01-21,13,0.35,s/d,17,0.62,21,s/d,0.33,13,28
2018-01-21,14,0.35,s/d,17,0.64,16,s/d,0.31,15,28
2018-01-21,15,0.35,s/d,17,0.67,14,s/d,0.29,11,28
2018-01-21,16,0.35,s/d,18,0.70,7,s/d,0.28,11,29
2018-01-21,17,0.35,s/d,18,0.74,9,s/d,0.28,12,31
2018-01-21,18,0.36,s/d,18,0.77,8,s/d,0.29,10,29
2018-01-21,19,0.36,s/d,18,0.81,11,s/d,0.30,13,31
2018-01-21,20,0.37,s/d,18,0.85,14,s/d,0.32,19,31
2018-01-21,21,0.39,s/d,19,0.88,15,s/d,0.33,14,31
2018-01-21,22,0.40,s/d,18,0.91,16,s/d,0.35,15,30
2018-01-21,23,0.41,s/d,18,0.94,16,s/d,0.37,17,27
2018-01-21,24,0.41,s/d,17,0.96,17,s/d,0.38,13,27
2018-01-22,1,0.43,s/d,17,0.97,23,s/d,0.42,19,26
2018-01-22,2,0.44,s/d,17,0.96,21,s/d,0.44,15,26
2018-01-22,3,0.44,s/d,17,0.92,14,s/d,0.44,16,27
2018-01-22,4,0.43,s/d,18,0.88,14,s/d,0.44,12,26
2018-01-22,5,0.41,s/d,17,0.84,6,s/d,0.44,17,27
2018-01-22,6,0.40,s/d,17,0.79,9,s/d,0.45,20,27
2018-01-22,7,0.42,s/d,17,0.74,13,s/d,0.47,28,27
2018-01-22,8,0.45,s/d,18,0.72,21,s/d,0.49,22,28
2018-01-22,9,0.46,s/d,20,0.71,25,s/d,0.48,21,29
2018-01-22,10,0.48,s/d,20,0.74,23,s/d,0.47,19,29
2018-01-22,11,0.51,s/d,20,0.77,22,s/d,0.48,26,31
2018-01-22,12,0.55,s/d,20,0.82,25,s/d,0.50,30,32
2018-01-22,13,0.58,s/d,21,0.87,23,s/d,0.53,30,32
2018-01-22,14,0.59,s/d,21,0.91,20,s/d,0.54,23,33
2018-01-22,15,0.58,s/d,21,0.96,24,s/d,0.53,18,34
2018-01-22,16,0.56,s/d,21,0.98,19,s/d,0.52,25,33
2018-01-22,17,0.55,s/d,21,0.99,15,s/d,0.52,19,32
2018-01-22,18,0.54,s/d,20,0.98,15,s/d,0.55,25,30
2018-01-22,19,0.53,s/d,21,0.98,15,s/d,0.56,26,28
2018-01-22,20,0.52,s/d,20,0.97,17,s/d,0.54,18,27
2018-01-22,21,0.50,s/d,20,0.94,17,s/d,0.51,15,26
2018-01-22,22,0.49,s/d,20,0.94,21,s/d,0.50,12,26
2018-01-22,23,0.48,s/d,20,0.93,22,s/d,0.50,12,26
2018-01-22,24,0.46,s/d,20,0.92,16,s/d,0.50,12,26
2018-01-23,1,0.44,s/d,20,0.89,10,s/d,0.47,9,26
2018-01-23,2,0.43,s/d,19,0.85,9,s/d,0.43,10,26
2018-01-23,3,0.40,s/d,19,0.82,9,s/d,0.40,9,25
2018-01-23,4,0.37,s/d,19,0.78,6,s/d,0.38,7,26
2018-01-23,5,0.36,s/d,19,0.75,7,s/d,0.37,10,26
2018-01-23,6,0.34,s/d,19,0.71,9,s/d,0.37,17,26
2018-01-23,7,0.33,s/d,18,0.66,13,s/d,0.38,20,26
2018-01-23,8,0.34,s/d,17,0.63,12,s/d,0.39,24,26
2018-01-23,9,0.36,s/d,16,0.63,14,s/d,0.41,30,26
2018-01-23,10,0.40,s/d,16,0.64,20,s/d,0.45,35,27
2018-01-23,11,0.47,s/d,17,0.68,33,s/d,0.48,38,26
2018-01-23,12,0.48,s/d,18,0.71,29,s/d,0.49,25,26
2018-01-23,13,0.50,s/d,19,0.74,21,s/d,0.52,48,28
2018-01-23,14,0.54,22,20,0.77,23,s/d,0.55,44,28
2018-01-23,15,0.54,21,20,0.78,24,s/d,0.53,32,30
2018-01-23,16,0.52,23,23,0.81,24,s/d,0.50,28,31
2018-01-23,17,0.53,26,30,0.86,32,s/d,0.50,32,39
2018-01-23,18,0.55,33,31,0.96,46,s/d,0.49,38,40
2018-01-23,19,0.51,32,31,1.01,40,s/d,0.51,34,40
2018-01-23,20,0.55,35,32,1.04,36,s/d,0.52,27,39
2018-01-23,21,0.54,35,33,1.05,30,s/d,0.50,39,40
2018-01-23,22,0.54,28,34,1.03,25,s/d,0.51,41,41
2018-01-23,23,0.55,25,34,1.02,20,s/d,0.53,46,42
2018-01-23,24,0.56,23,34,0.99,17,s/d,0.55,38,42
2018-01-24,1,0.56,21,35,0.94,23,s/d,0.55,41,42
2018-01-24,2,0.51,18,35,0.85,23,s/d,0.54,32,42
2018-01-24,3,0.47,9,36,0.77,16,s/d,0.49,17,43
2018-01-24,4,0.42,4,37,0.71,7,s/d,0.47,5,43
2018-01-24,5,0.37,3,38,0.67,5,s/d,0.44,5,44
2018-01-24,6,0.32,5,39,0.66,10,s/d,0.39,8,44
2018-01-24,7,0.28,8,40,0.66,15,s/d,0.34,9,44
2018-01-24,8,0.25,8,40,0.67,18,s/d,0.30,6,43
2018-01-24,9,0.22,7,40,0.68,18,s/d,0.26,5,43
2018-01-24,10,0.20,7,41,0.68,19,s/d,0.22,5,43
2018-01-24,11,0.20,8,40,0.70,20,s/d,0.19,5,42
2018-01-24,12,0.22,8,40,0.72,20,s/d,0.18,7,41
2018-01-24,13,0.24,7,39,0.75,23,s/d,0.17,6,40
2018-01-24,14,0.25,7,39,s/d,s/d,s/d,0.16,7,40
2018-01-24,15,0.25,7,38,s/d,23,s/d,0.15,6,38
2018-01-24,16,0.25,7,35,s/d,21,s/d,0.14,7,37
2018-01-24,17,0.25,6,28,s/d,22,s/d,0.14,9,30
2018-01-24,18,0.25,7,29,s/d,26,s/d,0.14,8,30
2018-01-24,19,0.25,8,29,s/d,27,s/d,0.14,11,30
2018-01-24,20,0.24,8,29,0.70,26,s/d,0.14,14,31
2018-01-24,21,0.24,8,29,0.65,19,s/d,0.14,15,31
2018-01-24,22,0.24,7,29,0.61,16,s/d,0.14,12,32
2018-01-24,23,0.23,5,29,0.54,13,s/d,0.16,13,31
2018-01-24,24,0.22,5,29,0.49,13,s/d,0.20,13,31
2018-01-25,1,0.21,6,29,0.49,13,s/d,0.25,13,32
2018-01-25,2,0.19,4,29,0.47,15,s/d,0.25,9,32
2018-01-25,3,0.17,4,28,0.43,12,s/d,0.25,8,31
2018-01-25,4,0.16,4,28,0.39,11,s/d,0.25,9,30
2018-01-25,5,0.14,4,28,0.39,11,s/d,0.25,9,30
2018-01-25,6,0.13,8,29,0.40,15,s/d,0.25,11,31
2018-01-25,7,0.13,9,29,0.43,20,s/d,0.23,13,31
2018-01-25,8,0.15,9,29,0.48,24,s/d,0.21,13,31
2018-01-25,9,0.16,8,29,0.50,23,s/d,0.19,17,31
2018-01-25,10,0.18,8,29,0.51,21,21,0.22,15,32
2018-01-25,11,0.21,7,30,0.51,14,22,0.24,14,32
2018-01-25,12,0.22,5,30,0.53,13,22,0.25,16,32
2018-01-25,13,0.24,5,30,0.56,12,23,0.30,s/d,33
2018-01-25,14,0.25,5,30,0.58,11,23,0.34,s/d,33
2018-01-25,15,0.25,5,30,0.58,13,22,0.38,15,34
2018-01-25,16,0.25,5,30,0.58,13,22,0.40,16,34
2018-01-25,17,0.25,6,29,0.55,13,23,0.42,16,36
2018-01-25,18,0.24,8,28,0.54,14,24,0.44,14,36
2018-01-25,19,0.23,7,28,0.55,14,25,0.47,12,37
2018-01-25,20,0.24,7,28,0.56,16,25,0.46,10,37
2018-01-25,21,0.25,9,28,0.56,18,26,0.46,12,36
2018-01-25,22,0.25,8,28,0.58,17,25,0.49,16,36
2018-01-25,23,0.25,9,27,0.60,16,26,0.52,15,36
2018-01-25,24,0.26,9,28,0.61,15,26,0.57,16,36
2018-01-26,1,0.27,11,28,0.61,16,27,0.58,12,36
2018-01-26,2,0.27,6,28,0.58,7,26,0.57,12,36
2018-01-26,3,0.26,5,28,0.55,5,26,0.55,6,36
2018-01-26,4,0.24,7,28,0.53,4,26,0.54,5,37
2018-01-26,5,0.22,4,27,0.50,6,26,0.52,6,37
2018-01-26,6,0.21,4,27,0.46,9,25,0.48,8,37
2018-01-26,7,0.20,5,26,0.41,10,25,0.44,12,37
2018-01-26,8,0.20,7,26,0.37,12,24,0.39,11,37
2018-01-26,9,0.18,7,26,0.35,13,24,0.39,15,39
2018-01-26,10,0.19,7,25,0.34,13,23,0.40,14,40
2018-01-26,11,0.20,6,24,0.35,11,23,0.42,13,41
2018-01-26,12,0.22,8,24,0.35,10,22,0.44,12,41
2018-01-26,13,0.25,7,23,0.37,10,22,0.45,11,41
2018-01-26,14,0.27,7,24,0.38,10,22,0.46,12,41
2018-01-26,15,0.28,10,23,0.42,13,23,0.46,14,41
2018-01-26,16,0.29,9,24,0.45,13,24,0.47,14,41
2018-01-26,17,0.29,9,24,0.49,14,24,0.47,16,39
2018-01-26,18,0.29,9,25,0.54,18,24,0.47,18,39
2018-01-26,19,0.30,13,24,0.58,18,24,0.48,18,38
2018-01-26,20,0.30,14,24,0.61,17,23,0.48,14,38
2018-01-26,21,0.30,12,24,0.64,18,23,0.48,12,38
2018-01-26,22,0.30,13,23,0.67,17,24,0.48,17,38
2018-01-26,23,0.31,14,23,0.67,17,23,0.47,18,37
2018-01-26,24,0.31,13,22,0.65,12,22,0.46,13,36
2018-01-27,1,0.32,13,22,0.62,14,21,0.45,8,36
2018-01-27,2,0.31,11,21,0.59,11,21,0.43,7,35
2018-01-27,3,0.28,6,21,0.55,7,21,0.41,7,34
2018-01-27,4,0.27,4,21,0.52,9,21,0.40,3,34
2018-01-27,5,0.24,3,21,0.48,11,21,0.40,4,34
2018-01-27,6,0.22,4,21,0.45,12,21,0.39,6,34
2018-01-27,7,0.19,5,21,0.42,7,22,0.39,9,34
2018-01-27,8,0.18,7,21,0.41,9,21,0.39,12,33
2018-01-27,9,0.18,7,21,0.40,8,21,0.39,15,32
2018-01-27,10,0.18,7,21,0.40,11,21,0.40,15,31
2018-01-27,11,0.19,6,20,0.40,7,21,0.41,13,29
2018-01-27,12,0.21,6,20,0.41,5,20,0.42,16,28
2018-01-27,13,0.23,7,20,0.41,7,20,0.43,16,28
2018-01-27,14,0.24,7,20,0.42,11,20,0.44,15,28
2018-01-27,15,0.26,7,20,0.44,19,19,0.45,13,27
2018-01-27,16,0.27,7,19,0.45,14,18,0.46,14,27
2018-01-27,17,0.27,8,19,0.46,21,18,0.46,14,26
2018-01-27,18,0.28,9,19,0.48,21,18,0.47,19,27
2018-01-27,19,0.29,16,19,0.51,20,17,0.47,20,28
2018-01-27,20,0.31,15,20,0.54,25,18,0.48,21,29
2018-01-27,21,0.33,17,20,0.58,23,19,0.50,23,31
2018-01-27,22,0.36,22,20,0.62,19,19,0.51,23,31
2018-01-27,23,0.40,22,21,0.66,21,19,0.53,17,32
2018-01-27,24,0.45,19,21,0.68,17,20,0.57,26,32
2018-01-28,1,0.50,21,23,0.75,25,20,0.64,32,33
2018-01-28,2,0.54,19,25,0.80,29,20,0.67,31,34
2018-01-28,3,0.55,14,26,0.83,26,21,0.67,17,36
2018-01-28,4,0.54,9,27,0.85,19,22,0.66,8,37
2018-01-28,5,0.51,9,27,0.84,12,22,0.63,8,38
2018-01-28,6,0.47,11,27,0.84,16,22,0.62,13,38
2018-01-28,7,0.43,12,27,0.82,15,23,0.60,11,38
2018-01-28,8,0.39,11,27,0.83,16,23,0.56,9,38
2018-01-28,9,0.33,8,27,0.81,15,23,0.48,12,37
2018-01-28,10,0.28,7,27,0.76,14,22,0.44,5,37
2018-01-28,11,0.26,5,28,0.73,14,22,0.41,6,36
2018-01-28,12,0.25,7,28,0.71,20,22,0.39,6,35
2018-01-28,13,0.25,7,28,0.71,30,23,0.39,8,35
2018-01-28,14,0.25,5,29,0.70,32,24,0.38,17,35
2018-01-28,15,0.24,8,29,0.69,15,24,0.36,22,37
2018-01-28,16,0.23,4,29,0.68,9,24,0.36,15,40
2018-01-28,17,0.22,4,28,0.65,11,24,0.35,17,41
2018-01-28,18,0.21,6,28,0.63,10,23,0.34,17,44
2018-01-28,19,0.20,5,27,0.62,7,23,0.35,16,48
2018-01-28,20,0.20,5,27,0.60,10,23,0.35,15,53
2018-01-28,21,0.19,7,27,0.58,11,21,0.36,14,51
2018-01-28,22,0.20,7,26,0.56,9,20,0.36,12,50
2018-01-28,23,0.19,6,25,0.54,8,21,0.35,14,49
2018-01-28,24,0.19,6,24,0.52,10,20,0.35,16,49
2018-01-29,1,0.20,6,23,0.50,10,20,0.36,11,48
2018-01-29,2,0.20,9,21,0.48,8,19,0.37,12,47
2018-01-29,3,0.19,10,20,0.46,7,19,0.37,7,45
2018-01-29,4,0.18,8,19,0.44,8,18,0.37,8,44
2018-01-29,5,0.16,12,19,0.41,10,17,0.36,12,43
2018-01-29,6,0.15,13,18,0.39,13,17,0.36,17,42
2018-01-29,7,0.14,12,18,0.38,15,17,0.37,18,41
2018-01-29,8,0.14,12,18,0.36,18,16,0.38,17,41
2018-01-29,9,0.14,13,17,0.35,17,16,0.39,17,42
2018-01-29,10,0.15,12,17,0.35,15,17,0.39,17,43
2018-01-29,11,0.16,13,17,0.36,15,17,0.40,17,44
2018-01-29,12,0.18,13,17,0.38,13,17,0.40,17,44
2018-01-29,13,0.25,6,28,0.39,14,17,0.40,18,43
2018-01-29,14,0.25,9,29,0.43,19,16,0.40,20,43
2018-01-29,15,0.24,10,29,0.46,14,15,0.40,18,42
2018-01-29,16,0.23,8,29,0.48,16,15,0.40,20,39
2018-01-29,17,0.22,12,28,0.51,15,16,0.39,22,38
2018-01-29,18,0.21,13,28,0.53,18,17,0.41,27,34
2018-01-29,19,0.20,12,27,0.56,19,17,0.43,32,31
2018-01-29,20,0.20,12,27,0.57,20,17,0.43,28,25
2018-01-29,21,0.19,13,27,0.58,17,18,0.45,24,25
2018-01-29,22,0.20,12,26,0.56,15,18,0.44,22,26
2018-01-29,23,0.19,13,25,0.54,17,18,0.44,21,26
2018-01-29,24,0.19,13,24,0.53,15,18,0.44,17,27
2018-01-30,1,0.20,12,23,0.52,8,18,0.43,14,28
2018-01-30,2,0.20,12,21,0.49,5,19,0.40,9,28
2018-01-30,3,0.19,11,20,0.46,4,19,0.38,6,29
2018-01-30,4,0.18,11,19,0.43,4,20,0.36,6,31
2018-01-30,5,0.16,11,19,0.40,6,21,0.35,6,32
2018-01-30,6,0.15,12,18,0.39,14,21,0.35,13,32
2018-01-30,7,0.14,15,18,0.37,11,21,0.35,17,33
2018-01-30,8,0.14,16,18,0.36,13,21,0.36,15,33
2018-01-30,9,0.14,15,17,0.35,9,22,0.37,16,34
2018-01-30,10,0.15,12,17,0.35,8,22,0.39,15,35
2018-01-30,11,0.16,10,17,0.37,9,22,0.40,16,36
2018-01-30,12,0.18,8,17,0.37,s/d,22,0.41,18,37
2018-01-30,13,0.25,10,22,0.38,s/d,23,0.43,18,38
2018-01-30,14,0.27,12,23,0.41,12,23,0.44,21,38
2018-01-30,15,0.29,12,23,0.45,11,24,0.44,25,39
2018-01-30,16,0.30,13,23,0.47,14,25,0.45,24,40
2018-01-30,17,0.30,14,23,0.49,13,24,0.46,31,40
2018-01-30,18,0.31,15,24,0.52,22,24,0.46,26,41
2018-01-30,19,0.32,21,24,0.62,33,25,0.46,26,43
2018-01-30,20,0.34,30,24,0.65,28,25,0.46,28,55
2018-01-30,21,0.35,24,25,0.67,26,26,0.46,30,56
2018-01-30,22,0.36,22,25,0.70,29,26,0.47,27,57
2018-01-30,23,0.36,21,25,0.71,25,28,0.46,27,57
2018-01-30,24,0.35,16,25,0.74,22,28,0.47,31,57
2018-01-31,1,0.36,16,25,0.75,21,28,0.47,29,58
2018-01-31,2,0.35,24,25,0.74,20,28,0.47,30,59
2018-01-31,3,0.33,21,25,0.68,20,27,0.47,27,58
2018-01-31,4,0.29,14,24,0.61,9,26,0.47,20,57
2018-01-31,5,0.26,6,24,0.56,11,26,0.47,17,56
2018-01-31,6,0.24,8,23,0.50,11,26,0.45,15,56
2018-01-31,7,0.23,9,23,0.46,8,26,0.46,17,56
2018-01-31,8,0.24,11,23,0.42,10,26,0.46,17,56
2018-01-31,9,0.24,10,23,0.39,8,26,0.47,22,56
2018-01-31,10,0.26,11,23,0.37,9,26,0.49,25,56
2018-01-31,11,0.28,13,23,0.37,20,26,0.50,20,57
2018-01-31,12,0.31,12,23,0.39,30,27,0.51,19,56
2018-01-31,13,0.33,13,23,0.41,30,28,0.52,20,55
2018-01-31,14,0.34,11,23,0.44,29,28,0.53,20,55
2018-01-31,15,0.35,18,23,0.47,21,28,0.53,27,55
2018-01-31,16,0.34,19,24,0.52,22,28,0.54,28,54
2018-01-31,17,0.33,12,25,0.55,20,28,0.52,22,55
2018-01-31,18,0.31,11,25,0.59,20,27,0.50,21,54
2018-01-31,19,0.31,16,24,0.62,27,27,0.50,22,51
2018-01-31,20,0.31,16,24,0.63,25,26,0.48,20,39
2018-01-31,21,0.30,14,24,0.63,19,26,0.47,23,37
2018-01-31,22,0.31,24,24,0.62,18,26,0.47,27,37
2018-01-31,23,0.31,15,24,0.59,17,25,0.45,21,36
2018-01-31,24,0.31,11,24,0.55,17,25,0.43,17,35
2018-02-01,1,0.31,16,24,0.54,17,24,0.43,21,34
2018-02-01,2,0.30,18,24,0.50,18,24,0.43,24,33
2018-02-01,3,0.29,17,24,0.46,19,25,0.42,22,33
2018-02-01,4,0.27,17,24,0.43,18,28,0.43,20,34
2018-02-01,5,0.26,15,25,0.41,17,28,0.44,25,35
2018-02-01,6,0.24,12,25,0.39,14,28,0.46,24,35
2018-02-01,7,0.26,14,26,0.38,10,28,0.51,21,35
2018-02-01,8,0.27,12,26,0.37,11,28,0.55,22,35
2018-02-01,9,0.30,14,26,0.37,16,28,0.57,22,34
2018-02-01,10,0.31,11,26,0.38,23,29,0.60,22,34
2018-02-01,11,0.33,12,26,0.41,28,29,0.64,24,34
2018-02-01,12,0.35,15,26,0.46,32,30,0.68,32,34
2018-02-01,13,0.36,22,27,0.50,28,29,0.70,28,34
2018-02-01,14,0.37,15,27,0.54,17,29,0.70,20,35
2018-02-01,15,0.34,18,27,0.58,17,28,0.67,18,34
2018-02-01,16,0.34,17,26,0.64,22,28,0.64,20,33
2018-02-01,17,0.32,24,26,0.69,26,28,0.61,22,33
2018-02-01,18,0.33,24,26,0.74,28,28,0.59,24,33
2018-02-01,19,0.34,28,26,0.79,32,29,0.58,26,33
2018-02-01,20,0.35,28,26,0.80,33,30,0.57,26,34
2018-02-01,21,0.39,30,27,0.81,35,30,0.57,29,34
2018-02-01,22,0.43,31,28,0.83,33,30,0.59,33,35
2018-02-01,23,0.46,30,28,0.83,32,30,0.61,30,36
2018-02-01,24,0.47,30,29,0.78,30,31,0.64,32,37
2018-02-02,1,0.48,25,30,0.73,23,31,0.65,27,37
2018-02-02,2,0.48,19,30,0.66,24,31,0.65,31,38
2018-02-02,3,0.45,13,30,0.59,11,31,0.64,30,38
2018-02-02,4,0.42,13,31,0.52,9,28,0.62,27,38
2018-02-02,5,0.37,13,30,0.46,11,27,0.60,27,39
2018-02-02,6,0.32,14,30,0.40,15,27,0.58,25,39
2018-02-02,7,0.31,20,30,0.40,25,27,0.58,26,39
2018-02-02,8,0.37,29,31,0.47,37,28,0.60,28,40
2018-02-02,9,0.42,32,33,0.54,43,30,0.66,38,41
2018-02-02,10,0.46,34,34,0.63,52,31,0.69,42,42
2018-02-02,11,0.49,36,35,0.73,59,32,0.73,48,45
2018-02-02,12,0.54,28,37,0.85,61,33,0.76,48,46
2018-02-02,13,0.59,s/d,39,0.93,47,36,0.78,42,48
2018-02-02,14,0.62,s/d,41,0.95,13,38,0.78,21,50
2018-02-02,15,0.61,14,41,0.95,15,39,0.75,18,52
2018-02-02,16,0.53,12,41,0.89,12,39,0.70,15,53
2018-02-02,17,0.44,10,41,0.82,10,39,0.64,15,54
